TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2022,12,23,2,0,34XX E HASTINGS ST,Hastings-Sunrise,497881.503,5458714.0205
Break and Enter Residential/Other,2022,12,9,11,39,34XX E PENDER ST,Hastings-Sunrise,497765.6473,5458611.7407
Break and Enter Residential/Other,2022,12,14,7,0,34XX E PENDER ST,Hastings-Sunrise,497765.6473,5458611.7407
Break and Enter Residential/Other,2022,10,3,22,45,35XX TRIUMPH ST,Hastings-Sunrise,498087.5372,5459009.1868
Break and Enter Residential/Other,2022,3,6,6,25,36XX E GEORGIA ST,Hastings-Sunrise,498153.864,5458394.3798
Break and Enter Residential/Other,2022,11,22,11,58,36XX TURNER ST,Hastings-Sunrise,498182.9775,5458482.7061
Break and Enter Residential/Other,2022,2,4,8,58,3XX BOUNDARY RD,Hastings-Sunrise,498278.014,5458741.4254
Break and Enter Residential/Other,2022,6,1,0,0,4XX SLOCAN ST,Hastings-Sunrise,496416.2613,5458628.7125
Break and Enter Residential/Other,2022,8,13,4,30,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.5037
Break and Enter Residential/Other,2022,4,4,2,0,7X N SLOCAN ST,Hastings-Sunrise,496408.6896,5459190.1263
Homicide,2022,11,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Homicide,2022,11,2,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Mischief,2022,11,16,17,0,12XX PENTICTON ST,Hastings-Sunrise,496220.7006,5457931.2706
Mischief,2022,12,10,17,46,13XX BOUNDARY RD,Hastings-Sunrise,498274.4741,5457794.4547
Mischief,2022,7,24,2,57,17XX LILLOOET ST,Hastings-Sunrise,497160.8137,5457324.7184
Mischief,2022,6,14,14,46,17XX LILLOOET ST,Hastings-Sunrise,497170.4796,5457353.3091
Mischief,2022,1,4,17,0,17XX RENFREW ST,Hastings-Sunrise,496787.3618,5457382.9251
Mischief,2022,1,20,19,41,17XX RENFREW ST,Hastings-Sunrise,496787.5272,5457399.468
Mischief,2022,8,20,12,5,17XX RUPERT ST,Hastings-Sunrise,497561.1648,5457379.7529
Mischief,2022,5,14,22,45,17XX RUPERT ST,Hastings-Sunrise,497561.309,5457395.6765
Mischief,2022,9,25,17,50,19XX NANAIMO ST,Hastings-Sunrise,495884.5109,5457169.3079
Mischief,2022,6,17,1,54,1XX N NANAIMO ST,Hastings-Sunrise,495893.6975,5459219.0347
Mischief,2022,1,22,20,48,1XX N NANAIMO ST,Hastings-Sunrise,495893.7739,5459246.6669
Mischief,2022,2,24,4,59,21XX HERMON DR,Hastings-Sunrise,497838.398,5456938.8378
Mischief,2022,5,6,22,0,21XX NOOTKA ST,Hastings-Sunrise,496974.0545,5456934.2245
Mischief,2022,10,26,21,15,22XX CASSIAR ST,Hastings-Sunrise,497748.3909,5456846.3725
Mischief,2022,11,9,17,0,23XX CASSIAR ST,Hastings-Sunrise,497738.9244,5456771.7015
Mischief,2022,12,5,17,0,23XX CASSIAR ST,Hastings-Sunrise,497738.9244,5456771.7015
Mischief,2022,5,18,20,30,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Mischief,2022,6,18,15,52,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Mischief,2022,11,19,14,0,24XX CAMBRIDGE ST,Hastings-Sunrise,495906.8989,5459337.0035
Mischief,2022,7,28,8,0,24XX E 1ST AVE,Hastings-Sunrise,495975.3076,5457402.6038
Mischief,2022,11,2,19,40,24XX E 1ST AVE,Hastings-Sunrise,495975.3076,5457402.6038
Mischief,2022,11,2,19,52,24XX E 1ST AVE,Hastings-Sunrise,495975.3076,5457402.6038
Mischief,2022,4,4,21,30,24XX E 2ND AVE,Hastings-Sunrise,495880.8449,5457309.2372
Mischief,2022,6,29,12,0,24XX E 4TH AVE,Hastings-Sunrise,495913.6765,5457108.8062
Mischief,2022,10,2,2,30,24XX E 7TH AVE,Hastings-Sunrise,495939.337,5456796.4086
Mischief,2022,9,20,12,0,24XX E HASTINGS ST,Hastings-Sunrise,495891.8152,5458709.6918
Mischief,2022,7,18,0,31,24XX E HASTINGS ST,Hastings-Sunrise,495975.9579,5458718.6298
Mischief,2022,9,20,19,0,24XX E HASTINGS ST,Hastings-Sunrise,496004.0732,5458709.4168
Mischief,2022,10,16,9,27,24XX E HASTINGS ST,Hastings-Sunrise,496023.2615,5458718.5139
Mischief,2022,2,26,8,2,24XX E PENDER ST,Hastings-Sunrise,495888.8161,5458605.8638
Mischief,2022,10,31,21,19,24XX GRANT ST,Hastings-Sunrise,495979.5432,5457619.8846
Mischief,2022,2,22,4,20,24XX NANAIMO ST,Hastings-Sunrise,495888.3775,5456680.6106
Mischief,2022,8,1,0,1,24XX YALE ST,Hastings-Sunrise,495959.5173,5459773.117
Mischief,2022,12,20,21,40,25XX CHARLES ST,Hastings-Sunrise,496031.2977,5457841.205
Mischief,2022,11,24,22,0,25XX CHARLES ST,Hastings-Sunrise,496120.6278,5457831.9937
Mischief,2022,5,3,3,40,25XX DUNDAS ST,Hastings-Sunrise,496152.7192,5459119.8311
Mischief,2022,2,2,11,30,25XX E 2ND AVE,Hastings-Sunrise,496026.0044,5457299.4825
Mischief,2022,2,20,8,12,25XX E HASTINGS ST,Hastings-Sunrise,496039.7371,5458709.3261
Mischief,2022,11,9,16,15,25XX E HASTINGS ST,Hastings-Sunrise,496054.1322,5458709.2855
Mischief,2022,5,3,23,30,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Mischief,2022,7,18,2,25,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Mischief,2022,4,30,15,52,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Mischief,2022,3,3,21,30,25XX E PENDER ST,Hastings-Sunrise,496151.6467,5458605.1629
Mischief,2022,4,10,20,0,25XX GRAVELEY ST,Hastings-Sunrise,496066.4454,5457515.3534
Mischief,2022,2,24,16,40,25XX KITCHENER ST,Hastings-Sunrise,496176.4381,5457723.137
Mischief,2022,9,20,18,57,25XX KITCHENER ST,Hastings-Sunrise,496176.4381,5457723.137
Mischief,2022,1,9,16,0,25XX KITCHENER ST,Hastings-Sunrise,496197.7429,5457732.1826
Mischief,2022,4,5,20,0,25XX PANDORA ST,Hastings-Sunrise,496036.0927,5458912.601
Mischief,2022,10,31,19,0,25XX VENABLES ST,Hastings-Sunrise,496122.2234,5458214.275
Mischief,2022,3,23,0,0,26XX E 4TH AVE,Hastings-Sunrise,496297.6322,5457097.8398
Mischief,2022,11,4,9,42,26XX E HASTINGS ST,Hastings-Sunrise,496398.6668,5458717.4702
Mischief,2022,4,4,12,0,26XX E HASTINGS ST,Hastings-Sunrise,496402.3228,5458708.316
Mischief,2022,10,8,3,0,26XX VENABLES ST,Hastings-Sunrise,496263.7034,5458216.7257
Mischief,2022,8,7,8,44,27XX CAMBRIDGE ST,Hastings-Sunrise,496423.4418,5459327.0265
Mischief,2022,4,22,22,0,27XX DUNDAS ST,Hastings-Sunrise,496489.1285,5459119.3472
Mischief,2022,3,3,18,50,27XX E 5TH AVE,Hastings-Sunrise,496450.1295,5456990.2393
Mischief,2022,4,9,0,1,27XX E 6TH AVE,Hastings-Sunrise,496484.428,5456893.8444
Mischief,2022,11,11,19,32,27XX E HASTINGS ST,Hastings-Sunrise,496417.5989,5458708.2703
Mischief,2022,5,28,20,40,27XX FRANKLIN ST,Hastings-Sunrise,496451.5742,5458808.9622
Mischief,2022,2,14,17,0,27XX FRANKLIN ST,Hastings-Sunrise,496600.5819,5458808.3982
Mischief,2022,10,29,18,45,27XX GRAVELEY ST,Hastings-Sunrise,496455.2503,5457514.9833
Mischief,2022,4,25,7,22,27XX NAPIER ST,Hastings-Sunrise,496416.7643,5458029.5433
Mischief,2022,1,6,23,1,27XX PARKER ST,Hastings-Sunrise,496474.5293,5458111.7744
Mischief,2022,7,10,14,25,27XX WILLIAM ST,Hastings-Sunrise,496580.709,5457936.5631
Mischief,2022,9,18,13,30,28XX E 1ST AVE,Hastings-Sunrise,496590.7519,5457399.7562
Mischief,2022,1,29,0,3,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Mischief,2022,7,27,1,0,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Mischief,2022,8,21,17,0,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Mischief,2022,5,31,8,8,28XX E HASTINGS ST,Hastings-Sunrise,496612.192,5458707.6331
Mischief,2022,8,18,9,0,28XX E HASTINGS ST,Hastings-Sunrise,496612.192,5458707.6331
Mischief,2022,4,29,0,0,28XX GRANT ST,Hastings-Sunrise,496611.5178,5457618.5072
Mischief,2022,10,22,0,0,28XX GRANT ST,Hastings-Sunrise,496669.1307,5457627.6828
Mischief,2022,5,16,22,0,28XX GRAVELEY ST,Hastings-Sunrise,496625.9427,5457523.4665
Mischief,2022,9,10,3,0,29XX CHARLES ST,Hastings-Sunrise,496931.0422,5457838.4983
Mischief,2022,9,18,0,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,9,18,11,36,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,9,18,17,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,9,18,21,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,9,18,21,30,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,9,18,22,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,30,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,32,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,33,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,34,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,35,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,41,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,8,11,42,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,11,24,14,16,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Mischief,2022,3,24,4,30,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Mischief,2022,4,30,20,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Mischief,2022,9,18,19,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Mischief,2022,10,1,2,36,29XX GRAVELEY ST,Hastings-Sunrise,496821.239,5457513.087
Mischief,2022,4,4,1,39,29XX TURNER ST,Hastings-Sunrise,496802.7981,5458479.1824
Mischief,2022,10,7,21,30,2XX SKEENA ST,Hastings-Sunrise,497944.9386,5458860.5122
Mischief,2022,2,24,18,0,30XX E 5TH AVE,Hastings-Sunrise,497012.5204,5456996.7027
Mischief,2022,3,6,4,0,30XX E 7TH AVE,Hastings-Sunrise,497094.3633,5456792.1833
Mischief,2022,4,28,21,0,30XX PARKER ST,Hastings-Sunrise,496995.6088,5458064.5304
Mischief,2022,12,11,20,0,31XX E 2ND AVE,Hastings-Sunrise,497307.765,5457297.1656
Mischief,2022,4,8,23,0,31XX GRAVELEY ST,Hastings-Sunrise,497180.0562,5457511.1838
Mischief,2022,5,10,21,0,31XX GRAVELEY ST,Hastings-Sunrise,497236.0317,5457510.7747
Mischief,2022,7,17,10,0,32XX E 2ND AVE,Hastings-Sunrise,497520.78,5457296.676
Mischief,2022,10,27,21,30,32XX E 7TH AVE,Hastings-Sunrise,497348.2741,5456781.2467
Mischief,2022,4,25,20,0,32XX E BROADWAY AVE,Hastings-Sunrise,497445.8831,5456575.5899
Mischief,2022,2,13,16,6,32XX E GEORGIA ST,Hastings-Sunrise,497516.1544,5458394.8302
Mischief,2022,3,1,21,12,33XX BRIDGEWAY,Hastings-Sunrise,497566.7035,5459489.0057
Mischief,2022,3,2,14,0,33XX CHARLES ST,Hastings-Sunrise,497578.4511,5457836.332
Mischief,2022,10,11,15,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Mischief,2022,11,30,16,0,33XX E 6TH AVE,Hastings-Sunrise,497617.1822,5456878.4916
Mischief,2022,12,18,2,0,33XX E 6TH AVE,Hastings-Sunrise,497617.1822,5456878.4916
Mischief,2022,11,7,9,0,33XX WILLIAM ST,Hastings-Sunrise,497628.1961,5457935.094
Mischief,2022,11,17,23,45,34XX BRIDGEWAY,Hastings-Sunrise,497756.0662,5459585.2483
Mischief,2022,4,24,22,30,34XX E GEORGIA ST,Hastings-Sunrise,497762.7894,5458394.2686
Mischief,2022,1,5,23,30,34XX E GEORGIA ST,Hastings-Sunrise,497929.1366,5458393.7923
Mischief,2022,6,11,12,35,34XX E HASTINGS ST,Hastings-Sunrise,497820.9939,5458705.2418
Mischief,2022,3,31,20,30,34XX E HASTINGS ST,Hastings-Sunrise,497881.503,5458714.0205
Mischief,2022,1,20,8,50,34XX E HASTINGS ST,Hastings-Sunrise,497886.35,5458713.9913
Mischief,2022,3,15,15,19,34XX E HASTINGS ST,Hastings-Sunrise,497886.35,5458713.9913
Mischief,2022,12,6,18,7,34XX NAPIER ST,Hastings-Sunrise,497818.3318,5458026.8876
Mischief,2022,2,15,4,40,34XX PANDORA ST,Hastings-Sunrise,497931.2346,5458906.9968
Mischief,2022,11,24,21,0,34XX WILLIAM ST,Hastings-Sunrise,497870.544,5457932.5435
Mischief,2022,3,6,18,0,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Mischief,2022,7,1,15,0,35XX ADANAC ST,Hastings-Sunrise,498034.2183,5458292.6525
Mischief,2022,2,5,18,0,35XX DUNDAS ST,Hastings-Sunrise,498055.624,5459107.7906
Mischief,2022,7,2,22,0,35XX E GEORGIA ST,Hastings-Sunrise,497991.7519,5458384.9068
Mischief,2022,9,11,0,49,35XX E HASTINGS ST,Hastings-Sunrise,498124.2421,5458704.636
Mischief,2022,7,18,23,0,35XX E PENDER ST,Hastings-Sunrise,497981.3802,5458611.1236
Mischief,2022,12,5,17,12,35XX PANDORA ST,Hastings-Sunrise,498125.2486,5458914.9819
Mischief,2022,12,8,20,15,35XX PANDORA ST,Hastings-Sunrise,498125.2486,5458914.9819
Mischief,2022,6,23,11,45,35XX TRIUMPH ST,Hastings-Sunrise,498054.9968,5459009.012
Mischief,2022,2,5,0,0,36XX E HASTINGS ST,Hastings-Sunrise,498222.0534,5458704.9285
Mischief,2022,6,13,11,15,36XX E HASTINGS ST,Hastings-Sunrise,498222.0534,5458704.9285
Mischief,2022,12,13,22,30,36XX E HASTINGS ST,Hastings-Sunrise,498239.5758,5458714.1217
Mischief,2022,1,14,20,0,36XX E HASTINGS ST,Hastings-Sunrise,498252.1461,5458714.1571
Mischief,2022,7,19,0,0,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.1627
Mischief,2022,12,14,0,0,36XX FRANKLIN ST,Hastings-Sunrise,498135.0207,5458806.7648
Mischief,2022,8,3,0,0,36XX FRANKLIN ST,Hastings-Sunrise,498152.6661,5458815.8531
Mischief,2022,10,12,11,0,36XX LOUGHEED HWY,Hastings-Sunrise,498259.5936,5456983.1114
Mischief,2022,5,3,5,6,36XX TRIUMPH ST,Hastings-Sunrise,498130.9973,5459009.3898
Mischief,2022,2,19,0,0,3XX N RENFREW ST,Hastings-Sunrise,496792.5116,5459524.2323
Mischief,2022,1,23,22,0,3XX PENTICTON ST,Hastings-Sunrise,496224.877,5458792.8163
Mischief,2022,3,12,12,0,3XX RENFREW ST,Hastings-Sunrise,496795.8959,5458794.7602
Mischief,2022,12,20,17,0,4XX N KOOTENAY ST,Hastings-Sunrise,498135.8564,5459551.0
Mischief,2022,9,26,12,0,4XX SLOCAN ST,Hastings-Sunrise,496416.2613,5458628.7125
Mischief,2022,1,4,9,31,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.5037
Mischief,2022,6,8,4,0,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.5037
Mischief,2022,9,5,19,37,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.5037
Mischief,2022,3,5,22,0,5XX KASLO ST,Hastings-Sunrise,496609.5686,5458587.8087
Mischief,2022,6,25,17,0,5XX WINDERMERE ST,Hastings-Sunrise,497371.892,5458603.4963
Mischief,2022,10,11,18,20,5XX WINDERMERE ST,Hastings-Sunrise,497371.892,5458603.4963
Mischief,2022,3,13,16,0,7X N NANAIMO ST,Hastings-Sunrise,495893.7159,5459193.7086
Mischief,2022,4,11,5,30,8XX RENFREW ST,Hastings-Sunrise,496796.4574,5458295.7936
Mischief,2022,4,19,7,0,BOUNDARY RD / E 2ND AVE,Hastings-Sunrise,498277.4364,5457300.295
Mischief,2022,9,8,18,0,BOUNDARY RD / LOUGHEED HWY,Hastings-Sunrise,498275.8018,5456982.9149
Mischief,2022,3,6,8,58,CAMBRIDGE ST / N SKEENA ST,Hastings-Sunrise,497941.166,5459327.4961
Mischief,2022,1,18,7,45,CASSIAR CONN / E HASTINGS ST,Hastings-Sunrise,497659.3339,5459005.0919
Mischief,2022,10,27,16,59,E 1ST AVE  / TRANS CANADA HWY,Hastings-Sunrise,497860.3805,5457779.3528
Mischief,2022,6,1,15,37,E 1ST AVE / NANAIMO ST,Hastings-Sunrise,495881.9559,5457406.9744
Mischief,2022,1,11,18,16,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782.9851,5457402.4866
Mischief,2022,5,18,6,46,E 1ST AVE / TRANS CANADA HWY,Hastings-Sunrise,497860.3805,5457779.3528
Mischief,2022,9,29,21,20,E 1ST AVE / TRANS CANADA HWY,Hastings-Sunrise,497860.3805,5457779.3528
Mischief,2022,6,16,12,20,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349.1612,5457400.384
Mischief,2022,5,26,22,0,E 7TH AVE / SLOCAN ST,Hastings-Sunrise,496397.9544,5456790.3425
Mischief,2022,8,5,16,5,E 8TH AVE / RENFREW ST,Hastings-Sunrise,496774.7011,5456686.5206
Mischief,2022,10,5,8,15,E 8TH AVE / RENFREW ST,Hastings-Sunrise,496774.7011,5456686.5206
Mischief,2022,10,3,1,38,E BROADWAY AVE / RUPERT ST,Hastings-Sunrise,497539.1887,5456571.0572
Mischief,2022,10,9,20,54,E BROADWAY AVE / RUPERT ST,Hastings-Sunrise,497539.1887,5456571.0572
Mischief,2022,8,2,15,20,E HASTINGS ST / KASLO ST,Hastings-Sunrise,496606.464,5458712.2049
Mischief,2022,9,4,15,47,PARKER ST / SLOCAN ST,Hastings-Sunrise,496409.2834,5458117.3337
Offence Against a Person,2022,8,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,24,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,8,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,30,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,13,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,12,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,16,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,31,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,28,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,16,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,13,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,30,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,16,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,3,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,12,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,13,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,18,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,13,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,24,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,2,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,19,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,19,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,27,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,30,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,2,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,15,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,12,2,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,9,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,16,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,25,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,22,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,12,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,21,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,11,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,29,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,29,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,28,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,5,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,27,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,8,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,31,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,11,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,11,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,9,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,18,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,21,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,11,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,30,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,31,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,21,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,21,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
